timestamp,power_kw
2022-01-03 23:00:00,1072.2
2022-01-04 00:00:00,1071.1
2022-01-04 01:00:00,1116.1
2022-01-04 02:00:00,1117.9
2022-01-04 03:00:00,1155.6
2022-01-04 04:00:00,1150.5
2022-01-04 05:00:00,1201.5
2022-01-04 06:00:00,1251.7
2022-01-04 07:00:00,1259.7
2022-01-04 08:00:00,1316.1
2022-01-04 09:00:00,1310.8
2022-01-04 10:00:00,1340.8
2022-01-04 11:00:00,1352.5
2022-01-04 12:00:00,1330.4
2022-01-04 13:00:00,1372.9
2022-01-04 14:00:00,1326.5
2022-01-04 15:00:00,1314.3
2022-01-04 16:00:00,1294.5
2022-01-04 17:00:00,1254.6
2022-01-04 18:00:00,1219.6
2022-01-04 19:00:00,1155.1
2022-01-04 20:00:00,1106.5
2022-01-04 21:00:00,1083.1
2022-01-04 22:00:00,1008.4
2022-01-04 23:00:00,998.1
2022-01-05 00:00:00,994.2
2022-01-05 01:00:00,1006.6
2022-01-05 02:00:00,1061.0
2022-01-05 03:00:00,1043.3
2022-01-05 04:00:00,1087.9
2022-01-05 05:00:00,1172.2
2022-01-05 06:00:00,1159.2
2022-01-05 07:00:00,1228.7
2022-01-05 08:00:00,1212.7
2022-01-05 09:00:00,1263.6
2022-01-05 10:00:00,1263.3
2022-01-05 11:00:00,1294.8
2022-01-05 12:00:00,1333.5
2022-01-05 13:00:00,1249.8
2022-01-05 14:00:00,1298.1
2022-01-05 15:00:00,1266.9
2022-01-05 16:00:00,1209.5
2022-01-05 17:00:00,1146.6
2022-01-05 18:00:00,1152.1
2022-01-05 19:00:00,1094.2
2022-01-05 20:00:00,1079.9
2022-01-05 21:00:00,1041.7
2022-01-05 22:00:00,1064.5
2022-01-05 23:00:00,993.7
2022-01-06 00:00:00,964.5
2022-01-06 01:00:00,1005.3
2022-01-06 02:00:00,1021.2
2022-01-06 03:00:00,1079.0
2022-01-06 04:00:00,1094.2
2022-01-06 05:00:00,1116.1
2022-01-06 06:00:00,1188.2
2022-01-06 07:00:00,1147.8
2022-01-06 08:00:00,1200.8
2022-01-06 09:00:00,1223.7
2022-01-06 10:00:00,1264.2
2022-01-06 11:00:00,1250.3
2022-01-06 12:00:00,1316.6
2022-01-06 13:00:00,1286.6
2022-01-06 14:00:00,1235.2
2022-01-06 15:00:00,1226.2
2022-01-06 16:00:00,1236.2
2022-01-06 17:00:00,1217.1
2022-01-06 18:00:00,1214.5
2022-01-06 19:00:00,1204.7
2022-01-06 20:00:00,1095.2
2022-01-06 21:00:00,1023.8
2022-01-06 22:00:00,967.5
2022-01-06 23:00:00,1026.4
2022-01-07 00:00:00,990.9
2022-01-07 01:00:00,1010.0
2022-01-07 02:00:00,1021.3
2022-01-07 03:00:00,1061.5
2022-01-07 04:00:00,1131.2
2022-01-07 05:00:00,1142.5
2022-01-07 06:00:00,1174.3
2022-01-07 07:00:00,1189.4
2022-01-07 08:00:00,1209.1
2022-01-07 09:00:00,1278.5
2022-01-07 10:00:00,1318.0
2022-01-07 11:00:00,1390.5
2022-01-07 12:00:00,1349.3
2022-01-07 13:00:00,1372.7
2022-01-07 14:00:00,1316.2
2022-01-07 15:00:00,1274.8
2022-01-07 16:00:00,1253.4
2022-01-07 17:00:00,1227.5
2022-01-07 18:00:00,1277.3
2022-01-07 19:00:00,1153.1
2022-01-07 20:00:00,1169.9
2022-01-07 21:00:00,1089.8
2022-01-07 22:00:00,1124.1
2022-01-07 23:00:00,1095.9
2022-01-08 00:00:00,1077.7
2022-01-08 01:00:00,1089.5
2022-01-08 02:00:00,1089.3
2022-01-08 03:00:00,1149.3
2022-01-08 04:00:00,1156.5
2022-01-08 05:00:00,1172.7
2022-01-08 06:00:00,1213.1
2022-01-08 07:00:00,1298.5
2022-01-08 08:00:00,1379.9
2022-01-08 09:00:00,1371.5
2022-01-08 10:00:00,1389.9
2022-01-08 11:00:00,1420.0
2022-01-08 12:00:00,1458.6
2022-01-08 13:00:00,1423.8
2022-01-08 14:00:00,1392.7
2022-01-08 15:00:00,1417.1
2022-01-08 16:00:00,1368.4
2022-01-08 17:00:00,1368.1
2022-01-08 18:00:00,1291.3
2022-01-08 19:00:00,1212.7
2022-01-08 20:00:00,1174.7
2022-01-08 21:00:00,1236.5
2022-01-08 22:00:00,1217.1
2022-01-08 23:00:00,1147.2
2022-01-09 00:00:00,1138.1
2022-01-09 01:00:00,1200.6
2022-01-09 02:00:00,1140.4
2022-01-09 03:00:00,1172.5
2022-01-09 04:00:00,1251.4
2022-01-09 05:00:00,1258.1
2022-01-09 06:00:00,1310.1
2022-01-09 07:00:00,1345.6
2022-01-09 08:00:00,1398.2
2022-01-09 09:00:00,1462.6
2022-01-09 10:00:00,1448.0
2022-01-09 11:00:00,1480.6
2022-01-09 12:00:00,1405.8
2022-01-09 13:00:00,1461.6
2022-01-09 14:00:00,1423.5
2022-01-09 15:00:00,1388.9
2022-01-09 16:00:00,1368.6
2022-01-09 17:00:00,1349.1
2022-01-09 18:00:00,1348.0
2022-01-09 19:00:00,1242.0
2022-01-09 20:00:00,1246.6
2022-01-09 21:00:00,1200.0
2022-01-09 22:00:00,1180.7
2022-01-09 23:00:00,1205.3
2022-01-10 00:00:00,1185.8
2022-01-10 01:00:00,1214.4
2022-01-10 02:00:00,1184.0
2022-01-10 03:00:00,1190.8
2022-01-10 04:00:00,1235.2
2022-01-10 05:00:00,1284.4
2022-01-10 06:00:00,1320.2
2022-01-10 07:00:00,1320.0
2022-01-10 08:00:00,1390.2
2022-01-10 09:00:00,1424.0
2022-01-10 10:00:00,1515.1
2022-01-10 11:00:00,1509.3
2022-01-10 12:00:00,1430.9
2022-01-10 13:00:00,1441.1
2022-01-10 14:00:00,1389.0
2022-01-10 15:00:00,1389.4
2022-01-10 16:00:00,1383.6
2022-01-10 17:00:00,1372.1
2022-01-10 18:00:00,1273.1
2022-01-10 19:00:00,1234.4
2022-01-10 20:00:00,1151.1
2022-01-10 21:00:00,1177.3
2022-01-10 22:00:00,1124.1
2022-01-10 23:00:00,1122.7
2022-01-11 00:00:00,1104.7
2022-01-11 01:00:00,1130.7
2022-01-11 02:00:00,1093.2
2022-01-11 03:00:00,1123.2
2022-01-11 04:00:00,1259.5
2022-01-11 05:00:00,1190.5
2022-01-11 06:00:00,1232.3
2022-01-11 07:00:00,1356.4
2022-01-11 08:00:00,1421.9
2022-01-11 09:00:00,1327.9
2022-01-11 10:00:00,1373.0
2022-01-11 11:00:00,1406.5
2022-01-11 12:00:00,1450.4
2022-01-11 13:00:00,1361.0
2022-01-11 14:00:00,1365.5
2022-01-11 15:00:00,1369.6
2022-01-11 16:00:00,1325.4
2022-01-11 17:00:00,1262.2
2022-01-11 18:00:00,1227.9
2022-01-11 19:00:00,1149.1
2022-01-11 20:00:00,1144.4
2022-01-11 21:00:00,1109.8
2022-01-11 22:00:00,1098.3
2022-01-11 23:00:00,1057.1
2022-01-12 00:00:00,1080.3
2022-01-12 01:00:00,1099.1
2022-01-12 02:00:00,1086.0
2022-01-12 03:00:00,1113.3
2022-01-12 04:00:00,1133.1
2022-01-12 05:00:00,1165.5
2022-01-12 06:00:00,1180.5
2022-01-12 07:00:00,1248.3
2022-01-12 08:00:00,1270.0
2022-01-12 09:00:00,1364.9
2022-01-12 10:00:00,1371.2
2022-01-12 11:00:00,1348.8
2022-01-12 12:00:00,1317.7
2022-01-12 13:00:00,1300.5
2022-01-12 14:00:00,1353.1
2022-01-12 15:00:00,1299.9
2022-01-12 16:00:00,1274.0
2022-01-12 17:00:00,1169.8
2022-01-12 18:00:00,1210.0
2022-01-12 19:00:00,1156.0
2022-01-12 20:00:00,1071.9
2022-01-12 21:00:00,1059.1
2022-01-12 22:00:00,1056.6
2022-01-12 23:00:00,1034.6
2022-01-13 00:00:00,1018.7
2022-01-13 01:00:00,1029.0
2022-01-13 02:00:00,1039.2
2022-01-13 03:00:00,1075.0
2022-01-13 04:00:00,1145.6
2022-01-13 05:00:00,1060.6
2022-01-13 06:00:00,1169.5
2022-01-13 07:00:00,1220.9
2022-01-13 08:00:00,1261.0
2022-01-13 09:00:00,1272.5
2022-01-13 10:00:00,1255.4
2022-01-13 11:00:00,1333.6
2022-01-13 12:00:00,1381.5
2022-01-13 13:00:00,1279.5
2022-01-13 14:00:00,1337.5
2022-01-13 15:00:00,1279.0
2022-01-13 16:00:00,1257.2
2022-01-13 17:00:00,1192.6
2022-01-13 18:00:00,1176.7
2022-01-13 19:00:00,1188.5
2022-01-13 20:00:00,1132.4
2022-01-13 21:00:00,1137.6
2022-01-13 22:00:00,1098.9
2022-01-13 23:00:00,1063.7
2022-01-14 00:00:00,1099.8
2022-01-14 01:00:00,1067.8
2022-01-14 02:00:00,1096.7
2022-01-14 03:00:00,1089.0
2022-01-14 04:00:00,1133.3
2022-01-14 05:00:00,1149.0
2022-01-14 06:00:00,1240.9
2022-01-14 07:00:00,1217.3
2022-01-14 08:00:00,1314.9
2022-01-14 09:00:00,1319.5
2022-01-14 10:00:00,1386.9
2022-01-14 11:00:00,1392.1
2022-01-14 12:00:00,1432.2
2022-01-14 13:00:00,1397.3
2022-01-14 14:00:00,1316.2
2022-01-14 15:00:00,1340.5
2022-01-14 16:00:00,1279.3
2022-01-14 17:00:00,1265.8
2022-01-14 18:00:00,1290.9
2022-01-14 19:00:00,1229.0
2022-01-14 20:00:00,1155.9
2022-01-14 21:00:00,1118.5
2022-01-14 22:00:00,1129.3
2022-01-14 23:00:00,1080.0
2022-01-15 00:00:00,1094.4
2022-01-15 01:00:00,1132.2
2022-01-15 02:00:00,1175.6
2022-01-15 03:00:00,1186.3
2022-01-15 04:00:00,1133.5
2022-01-15 05:00:00,1250.7
2022-01-15 06:00:00,1285.6
2022-01-15 07:00:00,1337.8
2022-01-15 08:00:00,1413.1
2022-01-15 09:00:00,1336.8
2022-01-15 10:00:00,1407.8
2022-01-15 11:00:00,1461.2
2022-01-15 12:00:00,1404.1
2022-01-15 13:00:00,1493.5
2022-01-15 14:00:00,1448.1
2022-01-15 15:00:00,1441.4
2022-01-15 16:00:00,1370.5
2022-01-15 17:00:00,1378.5
2022-01-15 18:00:00,1349.9
2022-01-15 19:00:00,1288.5
2022-01-15 20:00:00,1254.8
2022-01-15 21:00:00,1227.1
2022-01-15 22:00:00,1171.5
2022-01-15 23:00:00,1180.2
2022-01-16 00:00:00,1177.0
2022-01-16 01:00:00,1200.2
2022-01-16 02:00:00,1235.6
2022-01-16 03:00:00,1199.6
2022-01-16 04:00:00,1260.4
2022-01-16 05:00:00,1346.4
2022-01-16 06:00:00,1320.0
2022-01-16 07:00:00,1357.9
2022-01-16 08:00:00,1426.1
2022-01-16 09:00:00,1477.7
2022-01-16 10:00:00,1477.6
2022-01-16 11:00:00,1533.2
2022-01-16 12:00:00,1525.0
2022-01-16 13:00:00,1520.3
2022-01-16 14:00:00,1497.3
2022-01-16 15:00:00,1527.3
2022-01-16 16:00:00,1420.7
2022-01-16 17:00:00,1330.9
2022-01-16 18:00:00,1400.6
2022-01-16 19:00:00,1300.0
2022-01-16 20:00:00,1280.9
2022-01-16 21:00:00,1285.7
2022-01-16 22:00:00,1174.4
2022-01-16 23:00:00,1169.6
2022-01-17 00:00:00,1153.5
2022-01-17 01:00:00,1182.3
2022-01-17 02:00:00,1233.7
2022-01-17 03:00:00,1259.3
2022-01-17 04:00:00,1282.1
2022-01-17 05:00:00,1266.7
2022-01-17 06:00:00,1277.5
2022-01-17 07:00:00,1386.1
2022-01-17 08:00:00,1405.2
2022-01-17 09:00:00,1462.9
2022-01-17 10:00:00,1492.5
2022-01-17 11:00:00,1489.1
2022-01-17 12:00:00,1511.2
2022-01-17 13:00:00,1488.4
2022-01-17 14:00:00,1480.7
2022-01-17 15:00:00,1417.9
2022-01-17 16:00:00,1400.6
2022-01-17 17:00:00,1373.7
2022-01-17 18:00:00,1351.5
2022-01-17 19:00:00,1274.0
2022-01-17 20:00:00,1263.0
2022-01-17 21:00:00,1206.1
2022-01-17 22:00:00,1184.3
2022-01-17 23:00:00,1195.3
2022-01-18 00:00:00,1103.0
2022-01-18 01:00:00,1126.5
2022-01-18 02:00:00,1133.3
2022-01-18 03:00:00,1129.0
2022-01-18 04:00:00,1207.1
2022-01-18 05:00:00,1283.4
2022-01-18 06:00:00,1288.5
2022-01-18 07:00:00,1339.0
2022-01-18 08:00:00,1399.2
2022-01-18 09:00:00,1434.6
2022-01-18 10:00:00,1413.8
2022-01-18 11:00:00,1468.6
2022-01-18 12:00:00,1433.1
2022-01-18 13:00:00,1397.3
2022-01-18 14:00:00,1386.8
2022-01-18 15:00:00,1333.6
2022-01-18 16:00:00,1317.5
2022-01-18 17:00:00,1294.5
2022-01-18 18:00:00,1287.8
2022-01-18 19:00:00,1273.7
2022-01-18 20:00:00,1141.8
2022-01-18 21:00:00,1161.3
2022-01-18 22:00:00,1091.9
2022-01-18 23:00:00,1119.8
2022-01-19 00:00:00,1093.9
2022-01-19 01:00:00,1045.6
2022-01-19 02:00:00,1140.9
2022-01-19 03:00:00,1116.4
2022-01-19 04:00:00,1147.2
2022-01-19 05:00:00,1165.1
2022-01-19 06:00:00,1214.2
2022-01-19 07:00:00,1283.4
2022-01-19 08:00:00,1299.0
2022-01-19 09:00:00,1343.6
2022-01-19 10:00:00,1366.6
2022-01-19 11:00:00,1408.5
2022-01-19 12:00:00,1362.0
2022-01-19 13:00:00,1321.2
2022-01-19 14:00:00,1381.0
2022-01-19 15:00:00,1313.8
2022-01-19 16:00:00,1324.7
2022-01-19 17:00:00,1265.3
2022-01-19 18:00:00,1209.9
2022-01-19 19:00:00,1184.4
2022-01-19 20:00:00,1195.4
2022-01-19 21:00:00,1167.2
2022-01-19 22:00:00,1082.4
2022-01-19 23:00:00,1069.5
2022-01-20 00:00:00,1091.3
2022-01-20 01:00:00,1038.4
2022-01-20 02:00:00,1088.4
2022-01-20 03:00:00,1101.3
2022-01-20 04:00:00,1142.4
2022-01-20 05:00:00,1144.2
2022-01-20 06:00:00,1160.5
2022-01-20 07:00:00,1185.0
2022-01-20 08:00:00,1250.2
2022-01-20 09:00:00,1301.5
2022-01-20 10:00:00,1330.9
2022-01-20 11:00:00,1413.5
2022-01-20 12:00:00,1394.5
2022-01-20 13:00:00,1328.2
2022-01-20 14:00:00,1353.5
2022-01-20 15:00:00,1308.2
2022-01-20 16:00:00,1282.0
2022-01-20 17:00:00,1261.3
2022-01-20 18:00:00,1236.9
2022-01-20 19:00:00,1170.8
2022-01-20 20:00:00,1178.4
2022-01-20 21:00:00,1082.9
2022-01-20 22:00:00,1095.3
2022-01-20 23:00:00,1160.0
2022-01-21 00:00:00,1085.7
2022-01-21 01:00:00,1129.2
2022-01-21 02:00:00,1106.1
2022-01-21 03:00:00,1146.8
2022-01-21 04:00:00,1161.1
2022-01-21 05:00:00,1196.3
2022-01-21 06:00:00,1219.4
2022-01-21 07:00:00,1297.0
2022-01-21 08:00:00,1297.4
2022-01-21 09:00:00,1376.6
2022-01-21 10:00:00,1415.8
2022-01-21 11:00:00,1412.0
2022-01-21 12:00:00,1400.4
2022-01-21 13:00:00,1420.4
2022-01-21 14:00:00,1385.5
2022-01-21 15:00:00,1402.0
2022-01-21 16:00:00,1290.9
2022-01-21 17:00:00,1302.7
2022-01-21 18:00:00,1217.3
2022-01-21 19:00:00,1196.5
2022-01-21 20:00:00,1249.2
2022-01-21 21:00:00,1207.2
2022-01-21 22:00:00,1138.1
2022-01-21 23:00:00,1102.8
2022-01-22 00:00:00,1057.0
2022-01-22 01:00:00,1137.9
2022-01-22 02:00:00,1245.0
2022-01-22 03:00:00,1212.4
2022-01-22 04:00:00,1216.8
2022-01-22 05:00:00,1286.9
2022-01-22 06:00:00,1268.0
2022-01-22 07:00:00,1347.8
2022-01-22 08:00:00,1399.0
2022-01-22 09:00:00,1427.5
2022-01-22 10:00:00,1480.6
2022-01-22 11:00:00,1485.2
2022-01-22 12:00:00,1502.9
2022-01-22 13:00:00,1459.9
2022-01-22 14:00:00,1495.3
2022-01-22 15:00:00,1496.2
2022-01-22 16:00:00,1389.8
2022-01-22 17:00:00,1358.8
2022-01-22 18:00:00,1389.2
2022-01-22 19:00:00,1307.0
2022-01-22 20:00:00,1321.1
2022-01-22 21:00:00,1237.0
2022-01-22 22:00:00,1272.4
2022-01-22 23:00:00,1219.9
2022-01-23 00:00:00,1220.6
2022-01-23 01:00:00,1266.9
2022-01-23 02:00:00,1226.1
2022-01-23 03:00:00,1234.3
2022-01-23 04:00:00,1281.9
2022-01-23 05:00:00,1346.7
2022-01-23 06:00:00,1326.5
2022-01-23 07:00:00,1432.9
2022-01-23 08:00:00,1435.1
2022-01-23 09:00:00,1518.0
2022-01-23 10:00:00,1436.7
2022-01-23 11:00:00,1500.9
2022-01-23 12:00:00,1479.9
2022-01-23 13:00:00,1501.4
2022-01-23 14:00:00,1519.3
2022-01-23 15:00:00,1483.3
2022-01-23 16:00:00,1450.4
2022-01-23 17:00:00,1417.4
2022-01-23 18:00:00,1389.7
2022-01-23 19:00:00,1314.7
2022-01-23 20:00:00,1330.0
2022-01-23 21:00:00,1297.5
2022-01-23 22:00:00,1265.1
2022-01-23 23:00:00,1255.0
2022-01-24 00:00:00,1241.6
2022-01-24 01:00:00,1298.4
2022-01-24 02:00:00,1249.0
2022-01-24 03:00:00,1265.5
2022-01-24 04:00:00,1282.3
2022-01-24 05:00:00,1309.2
2022-01-24 06:00:00,1340.6
2022-01-24 07:00:00,1388.9
2022-01-24 08:00:00,1448.4
2022-01-24 09:00:00,1490.2
2022-01-24 10:00:00,1504.1
2022-01-24 11:00:00,1493.0
2022-01-24 12:00:00,1546.5
2022-01-24 13:00:00,1534.8
2022-01-24 14:00:00,1491.0
2022-01-24 15:00:00,1450.5
2022-01-24 16:00:00,1453.5
2022-01-24 17:00:00,1404.5
2022-01-24 18:00:00,1314.4
2022-01-24 19:00:00,1314.8
2022-01-24 20:00:00,1286.3
2022-01-24 21:00:00,1218.1
2022-01-24 22:00:00,1224.5
2022-01-24 23:00:00,1157.8
2022-01-25 00:00:00,1233.9
2022-01-25 01:00:00,1233.8
2022-01-25 02:00:00,1201.2
2022-01-25 03:00:00,1240.9
2022-01-25 04:00:00,1186.1
2022-01-25 05:00:00,1257.2
2022-01-25 06:00:00,1319.2
2022-01-25 07:00:00,1331.9
2022-01-25 08:00:00,1418.9
2022-01-25 09:00:00,1485.7
2022-01-25 10:00:00,1411.5
2022-01-25 11:00:00,1433.8
2022-01-25 12:00:00,1468.3
2022-01-25 13:00:00,1501.7
2022-01-25 14:00:00,1398.9
2022-01-25 15:00:00,1416.4
2022-01-25 16:00:00,1429.7
2022-01-25 17:00:00,1286.6
2022-01-25 18:00:00,1256.1
2022-01-25 19:00:00,1240.3
2022-01-25 20:00:00,1198.5
2022-01-25 21:00:00,1204.8
2022-01-25 22:00:00,1161.2
2022-01-25 23:00:00,1083.1
2022-01-26 00:00:00,1144.2
2022-01-26 01:00:00,1114.0
2022-01-26 02:00:00,1182.1
2022-01-26 03:00:00,1146.5
2022-01-26 04:00:00,1175.0
2022-01-26 05:00:00,1244.2
2022-01-26 06:00:00,1287.5
2022-01-26 07:00:00,1314.8
2022-01-26 08:00:00,1284.9
2022-01-26 09:00:00,1380.7
2022-01-26 10:00:00,1355.5
2022-01-26 11:00:00,1406.7
2022-01-26 12:00:00,1360.3
2022-01-26 13:00:00,1409.7
2022-01-26 14:00:00,1355.6
2022-01-26 15:00:00,1316.0
2022-01-26 16:00:00,1343.5
2022-01-26 17:00:00,1291.8
2022-01-26 18:00:00,1226.2
2022-01-26 19:00:00,1248.2
2022-01-26 20:00:00,1154.3
2022-01-26 21:00:00,1136.6
2022-01-26 22:00:00,1119.1
2022-01-26 23:00:00,1076.8
2022-01-27 00:00:00,1103.9
2022-01-27 01:00:00,1078.4
2022-01-27 02:00:00,1096.8
2022-01-27 03:00:00,1173.6
2022-01-27 04:00:00,1132.5
2022-01-27 05:00:00,1127.5
2022-01-27 06:00:00,1287.2
2022-01-27 07:00:00,1354.4
2022-01-27 08:00:00,1302.3
2022-01-27 09:00:00,1287.8
2022-01-27 10:00:00,1361.0
2022-01-27 11:00:00,1377.4
2022-01-27 12:00:00,1386.2
2022-01-27 13:00:00,1354.3
2022-01-27 14:00:00,1391.1
2022-01-27 15:00:00,1366.7
2022-01-27 16:00:00,1276.3
2022-01-27 17:00:00,1307.3
2022-01-27 18:00:00,1310.5
2022-01-27 19:00:00,1216.8
2022-01-27 20:00:00,1166.9
2022-01-27 21:00:00,1143.4
2022-01-27 22:00:00,1144.1
2022-01-27 23:00:00,1060.7
2022-01-28 00:00:00,1114.4
2022-01-28 01:00:00,1105.0
2022-01-28 02:00:00,1189.3
2022-01-28 03:00:00,1154.7
2022-01-28 04:00:00,1243.4
2022-01-28 05:00:00,1198.8
2022-01-28 06:00:00,1290.9
2022-01-28 07:00:00,1324.2
2022-01-28 08:00:00,1327.3
2022-01-28 09:00:00,1392.5
2022-01-28 10:00:00,1450.1
2022-01-28 11:00:00,1421.8
2022-01-28 12:00:00,1388.7
2022-01-28 13:00:00,1436.7
2022-01-28 14:00:00,1398.1
2022-01-28 15:00:00,1394.1
2022-01-28 16:00:00,1373.9
2022-01-28 17:00:00,1292.0
2022-01-28 18:00:00,1259.0
2022-01-28 19:00:00,1286.2
2022-01-28 20:00:00,1223.0
2022-01-28 21:00:00,1133.8
2022-01-28 22:00:00,1213.6
2022-01-28 23:00:00,1186.4
2022-01-29 00:00:00,1154.9
2022-01-29 01:00:00,1145.1
2022-01-29 02:00:00,1227.8
2022-01-29 03:00:00,1240.2
2022-01-29 04:00:00,1335.4
2022-01-29 05:00:00,1315.9
2022-01-29 06:00:00,1356.8
2022-01-29 07:00:00,1382.1
2022-01-29 08:00:00,1450.8
2022-01-29 09:00:00,1479.1
2022-01-29 10:00:00,1524.8
2022-01-29 11:00:00,1489.5
2022-01-29 12:00:00,1500.1
2022-01-29 13:00:00,1496.5
2022-01-29 14:00:00,1522.4
2022-01-29 15:00:00,1522.5
2022-01-29 16:00:00,1435.4
2022-01-29 17:00:00,1402.9
2022-01-29 18:00:00,1388.8
2022-01-29 19:00:00,1335.7
2022-01-29 20:00:00,1337.8
2022-01-29 21:00:00,1213.0
2022-01-29 22:00:00,1234.1
2022-01-29 23:00:00,1222.6
2022-01-30 00:00:00,1173.5
2022-01-30 01:00:00,1221.3
2022-01-30 02:00:00,1239.6
2022-01-30 03:00:00,1286.7
2022-01-30 04:00:00,1358.9
2022-01-30 05:00:00,1356.0
2022-01-30 06:00:00,1372.8
2022-01-30 07:00:00,1442.2
2022-01-30 08:00:00,1512.9
2022-01-30 09:00:00,1484.4
2022-01-30 10:00:00,1511.3
2022-01-30 11:00:00,1571.4
2022-01-30 12:00:00,1554.0
2022-01-30 13:00:00,1575.7
2022-01-30 14:00:00,1541.6
2022-01-30 15:00:00,1539.8
2022-01-30 16:00:00,1457.1
2022-01-30 17:00:00,1451.9
2022-01-30 18:00:00,1407.4
2022-01-30 19:00:00,1338.5
2022-01-30 20:00:00,1291.9
2022-01-30 21:00:00,1328.2
2022-01-30 22:00:00,1273.1
2022-01-30 23:00:00,1237.6
2022-01-31 00:00:00,1259.9
2022-01-31 01:00:00,1301.2
2022-01-31 02:00:00,1213.2
2022-01-31 03:00:00,1259.8
2022-01-31 04:00:00,1307.2
2022-01-31 05:00:00,1414.0
2022-01-31 06:00:00,1416.4
2022-01-31 07:00:00,1468.5
2022-01-31 08:00:00,1446.2
2022-01-31 09:00:00,1476.5
2022-01-31 10:00:00,1545.9
2022-01-31 11:00:00,1547.7
2022-01-31 12:00:00,1565.9
2022-01-31 13:00:00,1536.9
2022-01-31 14:00:00,1534.1
2022-01-31 15:00:00,1504.7
2022-01-31 16:00:00,1490.3
2022-01-31 17:00:00,1452.9
2022-01-31 18:00:00,1339.2
2022-01-31 19:00:00,1279.3
2022-01-31 20:00:00,1338.4
2022-01-31 21:00:00,1310.5
2022-01-31 22:00:00,1218.1
2022-01-31 23:00:00,1175.5
2022-02-01 00:00:00,1226.6
2022-02-01 01:00:00,1254.1
2022-02-01 02:00:00,1292.5
2022-02-01 03:00:00,1275.3
2022-02-01 04:00:00,1277.1
2022-02-01 05:00:00,1294.9
2022-02-01 06:00:00,1358.1
2022-02-01 07:00:00,1384.9
2022-02-01 08:00:00,1396.8
2022-02-01 09:00:00,1517.0
2022-02-01 10:00:00,1530.1
2022-02-01 11:00:00,1522.8
2022-02-01 12:00:00,1463.4
2022-02-01 13:00:00,1508.7
2022-02-01 14:00:00,1484.5
2022-02-01 15:00:00,1451.9
2022-02-01 16:00:00,1442.3
2022-02-01 17:00:00,1384.9
2022-02-01 18:00:00,1346.4
2022-02-01 19:00:00,1301.8
2022-02-01 20:00:00,1254.0
2022-02-01 21:00:00,1156.6
2022-02-01 22:00:00,1186.1
2022-02-01 23:00:00,1149.3
2022-02-02 00:00:00,1120.0
2022-02-02 01:00:00,1211.4
2022-02-02 02:00:00,1225.4
2022-02-02 03:00:00,1235.7
2022-02-02 04:00:00,1231.4
2022-02-02 05:00:00,1298.1
2022-02-02 06:00:00,1294.6
2022-02-02 07:00:00,1337.0
2022-02-02 08:00:00,1332.2
